question_id,topic_1,topic_2,topic_3,topic_4,number,question_type,difficulty,mc_answer,fr_min,fr_max,mfr_1,mfr_2,mfr_3,mfr_4,mfr_5,section_id,book_test_id,section_number,subject,
351,3,48,0,0,11,multiple_choice,3,E,,,,,,,,17,3,2,M,
352,45,24,0,0,12,multiple_choice,3,D,,,,,,,,17,3,2,M,
353,48,15,0,0,13,multiple_choice,3,D,,,,,,,,17,3,2,M,
354,21,48,24,0,14,multiple_choice,3,C,,,,,,,,17,3,2,M,
355,15,0,0,0,15,multiple_choice,3,A,,,,,,,,17,3,2,M,
356,17,0,0,0,16,multiple_choice,4,A,,,,,,,,17,3,2,M,
357,4,0,0,0,17,multiple_choice,4,C,,,,,,,,17,3,2,M,
358,18,0,0,0,18,multiple_choice,4,A,,,,,,,,17,3,2,M,
359,17,0,0,0,19,multiple_choice,4,C,,,,,,,,17,3,2,M,
360,49,48,63,0,20,multiple_choice,5,B,,,,,,,,17,3,2,M,
361,61,0,0,0,1,multiple_choice,1,B,,,,,,,,18,3,4,CR,
362,61,0,0,0,2,multiple_choice,1,E,,,,,,,,18,3,4,CR,
363,61,0,0,0,3,multiple_choice,2,D,,,,,,,,18,3,4,CR,
364,61,0,0,0,4,multiple_choice,3,C,,,,,,,,18,3,4,CR,
365,61,0,0,0,5,multiple_choice,1,C,,,,,,,,18,3,4,CR,
366,61,0,0,0,6,multiple_choice,3,D,,,,,,,,18,3,4,CR,
367,61,0,0,0,7,multiple_choice,3,D,,,,,,,,18,3,4,CR,
368,61,0,0,0,8,multiple_choice,5,C,,,,,,,,18,3,4,CR,
369,53,0,0,0,9,multiple_choice,3,A,,,,,,,,18,3,4,CR,
370,10,0,0,0,10,multiple_choice,5,E,,,,,,,,18,3,4,CR,
371,22,0,0,0,11,multiple_choice,4,D,,,,,,,,18,3,4,CR,
372,22,0,0,0,12,multiple_choice,3,E,,,,,,,,18,3,4,CR,
373,22,0,0,0,13,multiple_choice,3,C,,,,,,,,18,3,4,CR,
374,22,0,0,0,14,multiple_choice,3,B,,,,,,,,18,3,4,CR,
375,12,0,0,0,15,multiple_choice,3,E,,,,,,,,18,3,4,CR,
376,22,0,0,0,16,multiple_choice,3,E,,,,,,,,18,3,4,CR,
377,22,0,0,0,17,multiple_choice,4,A,,,,,,,,18,3,4,CR,
378,22,0,0,0,18,multiple_choice,4,D,,,,,,,,18,3,4,CR,
379,22,0,0,0,19,multiple_choice,4,E,,,,,,,,18,3,4,CR,
380,62,0,0,0,20,multiple_choice,4,D,,,,,,,,18,3,4,CR,
381,10,0,0,0,21,multiple_choice,4,B,,,,,,,,18,3,4,CR,
382,22,0,0,0,22,multiple_choice,3,B,,,,,,,,18,3,4,CR,
383,10,0,0,0,23,multiple_choice,3,C,,,,,,,,18,3,4,CR,
384,55,0,0,0,24,multiple_choice,3,A,,,,,,,,18,3,4,CR,
385,3,0,0,0,1,multiple_choice,1,A,,,,,,,,19,3,5,M,
386,4,64,0,0,2,multiple_choice,1,B,,,,,,,,19,3,5,M,
387,48,54,0,0,3,multiple_choice,1,D,,,,,,,,19,3,5,M,
388,58,0,0,0,4,multiple_choice,1,B,,,,,,,,19,3,5,M,
389,42,38,0,0,5,multiple_choice,4,A,,,,,,,,19,3,5,M,
390,9,48,0,0,6,multiple_choice,3,E,,,,,,,,19,3,5,M,
391,20,0,0,0,7,multiple_choice,4,C,,,,,,,,19,3,5,M,
392,48,14,0,0,8,multiple_choice,5,B,,,,,,,,19,3,5,M,
393,15,0,0,0,9,free_response,1,0,46.5,46.5,,,,,,19,3,5,M,
394,4,0,0,0,10,free_response,2,0,4,4,,,,,,19,3,5,M,
395,48,13,0,0,11,multi_free_response,2,0,0,0,,,,,,19,3,5,M,
396,48,64,0,0,12,free_response,3,0,13,13,,,,,,19,3,5,M,
397,23,0,0,0,13,free_response,2,0,1992,1992,,,,,,19,3,5,M,
398,48,0,0,0,14,free_response,3,0,1.25,1.25,,,,,,19,3,5,M,
399,2,19,0,0,15,free_response,4,0,90,90,,,,,,19,3,5,M,
400,44,0,0,0,16,free_response,4,0,67,67,,,,,,19,3,5,M,
401,48,38,0,0,17,free_response,4,0,100,100,,,,,,19,3,5,M,
402,49,17,0,0,18,free_response,4,0,0.5,0.5,,,,,,19,3,5,M,
403,57,0,0,0,1,multiple_choice,1,B,,,,,,,,20,3,6,W,
404,8,0,0,0,2,multiple_choice,1,B,,,,,,,,20,3,6,W,
405,28,0,0,0,3,multiple_choice,1,A,,,,,,,,20,3,6,W,
406,29,0,0,0,4,multiple_choice,1,B,,,,,,,,20,3,6,W,
407,43,39,0,0,5,multiple_choice,2,D,,,,,,,,20,3,6,W,
408,43,31,0,0,6,multiple_choice,3,C,,,,,,,,20,3,6,W,
409,31,0,0,0,7,multiple_choice,2,E,,,,,,,,20,3,6,W,
410,26,0,0,0,8,multiple_choice,2,D,,,,,,,,20,3,6,W,
411,6,16,0,0,9,multiple_choice,3,D,,,,,,,,20,3,6,W,
412,28,0,0,0,10,multiple_choice,5,A,,,,,,,,20,3,6,W,
413,5,0,0,0,11,multiple_choice,5,B,,,,,,,,20,3,6,W,
414,31,0,0,0,12,multiple_choice,1,D,,,,,,,,20,3,6,W,
415,5,0,0,0,13,multiple_choice,1,D,,,,,,,,20,3,6,W,
416,59,16,0,0,14,multiple_choice,2,A,,,,,,,,20,3,6,W,
417,52,0,0,0,15,multiple_choice,3,A,,,,,,,,20,3,6,W,
418,26,0,0,0,16,multiple_choice,3,D,,,,,,,,20,3,6,W,
419,27,0,0,0,17,multiple_choice,2,C,,,,,,,,20,3,6,W,
420,28,0,0,0,18,multiple_choice,2,E,,,,,,,,20,3,6,W,
421,52,0,0,0,19,multiple_choice,3,B,,,,,,,,20,3,6,W,
422,51,0,0,0,20,multiple_choice,3,C,,,,,,,,20,3,6,W,
423,59,26,0,0,21,multiple_choice,3,D,,,,,,,,20,3,6,W,
424,51,0,0,0,22,multiple_choice,5,A,,,,,,,,20,3,6,W,
425,52,0,0,0,23,multiple_choice,4,B,,,,,,,,20,3,6,W,
426,59,0,0,0,24,multiple_choice,3,A,,,,,,,,20,3,6,W,
427,5,0,0,0,25,multiple_choice,4,D,,,,,,,,20,3,6,W,
428,59,0,0,0,26,multiple_choice,3,B,,,,,,,,20,3,6,W,
429,51,0,0,0,27,multiple_choice,4,C,,,,,,,,20,3,6,W,
430,28,0,0,0,28,multiple_choice,4,E,,,,,,,,20,3,6,W,
431,40,0,0,0,29,multiple_choice,5,D,,,,,,,,20,3,6,W,
432,32,0,0,0,30,multiple_choice,3,E,,,,,,,,20,3,6,W,
433,32,0,0,0,31,multiple_choice,3,B,,,,,,,,20,3,6,W,
434,32,0,0,0,32,multiple_choice,3,D,,,,,,,,20,3,6,W,
435,32,0,0,0,33,multiple_choice,4,A,,,,,,,,20,3,6,W,
436,32,0,0,0,34,multiple_choice,4,C,,,,,,,,20,3,6,W,
437,32,0,0,0,35,multiple_choice,3,E,,,,,,,,20,3,6,W,
438,61,0,0,0,1,multiple_choice,3,E,,,,,,,,21,3,7,CR,
439,61,0,0,0,2,multiple_choice,3,D,,,,,,,,21,3,7,CR,
440,61,0,0,0,3,multiple_choice,4,E,,,,,,,,21,3,7,CR,
441,61,0,0,0,4,multiple_choice,4,C,,,,,,,,21,3,7,CR,
442,61,0,0,0,5,multiple_choice,5,A,,,,,,,,21,3,7,CR,
443,22,0,0,0,6,multiple_choice,2,B,,,,,,,,21,3,7,CR,
444,22,0,0,0,7,multiple_choice,5,C,,,,,,,,21,3,7,CR,
445,53,0,0,0,8,multiple_choice,2,D,,,,,,,,21,3,7,CR,
446,53,0,0,0,9,multiple_choice,2,B,,,,,,,,21,3,7,CR,
447,55,0,0,0,10,multiple_choice,3,B,,,,,,,,21,3,7,CR,
448,62,0,0,0,11,multiple_choice,2,B,,,,,,,,21,3,7,CR,
449,22,0,0,0,12,multiple_choice,3,C,,,,,,,,21,3,7,CR,
450,22,0,0,0,13,multiple_choice,3,E,,,,,,,,21,3,7,CR,
451,22,0,0,0,14,multiple_choice,2,C,,,,,,,,21,3,7,CR,
452,10,0,0,0,15,multiple_choice,5,C,,,,,,,,21,3,7,CR,
453,62,0,0,0,16,multiple_choice,1,C,,,,,,,,21,3,7,CR,
454,22,0,0,0,17,multiple_choice,5,E,,,,,,,,21,3,7,CR,
455,62,0,0,0,18,multiple_choice,1,D,,,,,,,,21,3,7,CR,
456,10,0,0,0,19,multiple_choice,4,B,,,,,,,,21,3,7,CR,
457,22,0,0,0,20,multiple_choice,3,D,,,,,,,,21,3,7,CR,
458,22,0,0,0,21,multiple_choice,3,E,,,,,,,,21,3,7,CR,
459,10,0,0,0,22,multiple_choice,3,C,,,,,,,,21,3,7,CR,
460,12,0,0,0,23,multiple_choice,3,B,,,,,,,,21,3,7,CR,
461,53,0,0,0,24,multiple_choice,4,D,,,,,,,,21,3,7,CR,
462,48,15,0,0,1,multiple_choice,1,C,,,,,,,,22,3,8,M,
463,58,0,0,0,2,multiple_choice,2,B,,,,,,,,22,3,8,M,
464,3,23,0,0,3,multiple_choice,1,D,,,,,,,,22,3,8,M,
465,15,0,0,0,4,multiple_choice,2,A,,,,,,,,22,3,8,M,
466,48,13,0,0,5,multiple_choice,2,C,,,,,,,,22,3,8,M,
467,38,2,0,0,6,multiple_choice,2,A,,,,,,,,22,3,8,M,
468,1,0,0,0,7,multiple_choice,2,A,,,,,,,,22,3,8,M,
469,38,42,0,0,8,multiple_choice,2,D,,,,,,,,22,3,8,M,
470,23,15,0,0,9,multiple_choice,3,C,,,,,,,,22,3,8,M,
471,64,46,0,0,10,multiple_choice,3,E,,,,,,,,22,3,8,M,
472,48,0,0,0,11,multiple_choice,3,E,,,,,,,,22,3,8,M,
473,37,0,0,0,12,multiple_choice,3,B,,,,,,,,22,3,8,M,
474,24,0,0,0,13,multiple_choice,4,E,,,,,,,,22,3,8,M,
475,64,17,0,0,14,multiple_choice,3,D,,,,,,,,22,3,8,M,
476,44,0,0,0,15,multiple_choice,4,C,,,,,,,,22,3,8,M,
477,4,47,0,0,16,multiple_choice,5,D,,,,,,,,22,3,8,M,
478,61,0,0,0,1,multiple_choice,3,C,,,,,,,,23,3,9,CR,
479,61,0,0,0,2,multiple_choice,3,D,,,,,,,,23,3,9,CR,
480,61,0,0,0,3,multiple_choice,4,A,,,,,,,,23,3,9,CR,
481,61,0,0,0,4,multiple_choice,4,B,,,,,,,,23,3,9,CR,
482,61,0,0,0,5,multiple_choice,4,A,,,,,,,,23,3,9,CR,
483,61,0,0,0,6,multiple_choice,5,A,,,,,,,,23,3,9,CR,
484,55,0,0,0,7,multiple_choice,2,E,,,,,,,,23,3,9,CR,
485,10,0,0,0,8,multiple_choice,2,C,,,,,,,,23,3,9,CR,
486,55,0,0,0,9,multiple_choice,4,C,,,,,,,,23,3,9,CR,
487,22,0,0,0,10,multiple_choice,3,D,,,,,,,,23,3,9,CR,
488,10,0,0,0,11,multiple_choice,3,A,,,,,,,,23,3,9,CR,
489,22,0,0,0,12,multiple_choice,2,C,,,,,,,,23,3,9,CR,
490,10,0,0,0,13,multiple_choice,1,D,,,,,,,,23,3,9,CR,
491,22,0,0,0,14,multiple_choice,2,C,,,,,,,,23,3,9,CR,
492,10,0,0,0,15,multiple_choice,1,D,,,,,,,,23,3,9,CR,
493,22,0,0,0,16,multiple_choice,3,A,,,,,,,,23,3,9,CR,
494,62,0,0,0,17,multiple_choice,2,C,,,,,,,,23,3,9,CR,
495,10,0,0,0,18,multiple_choice,1,E,,,,,,,,23,3,9,CR,
496,22,0,0,0,19,multiple_choice,2,D,,,,,,,,23,3,9,CR,
497,28,0,0,0,1,multiple_choice,1,A,,,,,,,,24,3,10,W,
498,16,59,0,0,2,multiple_choice,1,B,,,,,,,,24,3,10,W,
499,16,59,6,0,3,multiple_choice,1,C,,,,,,,,24,3,10,W,
500,59,0,0,0,4,multiple_choice,2,D,,,,,,,,24,3,10,W,
501,59,0,0,0,5,multiple_choice,1,C,,,,,,,,24,3,10,W,
502,39,43,0,0,6,multiple_choice,2,D,,,,,,,,24,3,10,W,
503,33,0,0,0,7,multiple_choice,2,B,,,,,,,,24,3,10,W,
504,6,33,0,0,8,multiple_choice,3,C,,,,,,,,24,3,10,W,
505,27,0,0,0,9,multiple_choice,3,E,,,,,,,,24,3,10,W,
506,40,0,0,0,10,multiple_choice,3,B,,,,,,,,24,3,10,W,
507,28,0,0,0,11,multiple_choice,3,A,,,,,,,,24,3,10,W,
508,59,0,0,0,12,multiple_choice,5,E,,,,,,,,24,3,10,W,
509,8,0,0,0,13,multiple_choice,4,E,,,,,,,,24,3,10,W,
510,28,0,0,0,14,multiple_choice,5,A,,,,,,,,24,3,10,W,
511,16,60,0,0,1,multiple_choice,1,B,,,,,,,,25,4,10,W,
512,26,0,0,0,10,multiple_choice,3,B,,,,,,,,25,4,10,W,
513,8,0,0,0,11,multiple_choice,3,C,,,,,,,,25,4,10,W,
514,26,0,0,0,12,multiple_choice,3,D,,,,,,,,25,4,10,W,
515,31,0,0,0,13,multiple_choice,3,C,,,,,,,,25,4,10,W,
516,26,0,0,0,14,multiple_choice,5,D,,,,,,,,25,4,10,W,
517,59,16,16,0,2,multiple_choice,1,B,,,,,,,,25,4,10,W,
518,28,0,0,0,3,multiple_choice,3,A,,,,,,,,25,4,10,W,
519,59,0,0,0,4,multiple_choice,1,B,,,,,,,,25,4,10,W,
520,59,0,0,0,5,multiple_choice,1,D,,,,,,,,25,4,10,W,
521,8,0,0,0,6,multiple_choice,1,E,,,,,,,,25,4,10,W,
522,31,0,0,0,7,multiple_choice,1,E,,,,,,,,25,4,10,W,
523,28,0,0,0,8,multiple_choice,3,A,,,,,,,,25,4,10,W,
524,57,0,0,0,9,multiple_choice,3,D,,,,,,,,25,4,10,W,
525,22,0,0,0,10,multiple_choice,3,B,,,,,,,,26,4,2,CR,
526,10,0,0,0,11,multiple_choice,1,E,,,,,,,,26,4,2,CR,
527,53,0,0,0,12,multiple_choice,1,C,,,,,,,,26,4,2,CR,
528,22,0,0,0,13,multiple_choice,3,A,,,,,,,,26,4,2,CR,
529,62,0,0,0,14,multiple_choice,3,C,,,,,,,,26,4,2,CR,
530,22,0,0,0,15,multiple_choice,3,E,,,,,,,,26,4,2,CR,
531,10,0,0,0,16,multiple_choice,3,D,,,,,,,,26,4,2,CR,
532,10,0,0,0,17,multiple_choice,3,D,,,,,,,,26,4,2,CR,
533,62,0,0,0,18,multiple_choice,3,D,,,,,,,,26,4,2,CR,
534,22,0,0,0,19,multiple_choice,3,E,,,,,,,,26,4,2,CR,
535,10,0,0,0,20,multiple_choice,3,C,,,,,,,,26,4,2,CR,
536,22,0,0,0,21,multiple_choice,3,A,,,,,,,,26,4,2,CR,
537,10,0,0,0,22,multiple_choice,3,B,,,,,,,,26,4,2,CR,
538,55,0,0,0,23,multiple_choice,5,B,,,,,,,,26,4,2,CR,
539,22,0,0,0,24,multiple_choice,3,A,,,,,,,,26,4,2,CR,
540,10,0,0,0,9,multiple_choice,5,C,,,,,,,,26,4,2,CR,
541,61,0,0,0,1,multiple_choice,1,D,,,,,,,,26,4,2,CR,
542,61,0,0,0,2,multiple_choice,1,C,,,,,,,,26,4,2,CR,
543,61,0,0,0,3,multiple_choice,3,A,,,,,,,,26,4,2,CR,
544,61,0,0,0,4,multiple_choice,3,B,,,,,,,,26,4,2,CR,
545,61,0,0,0,5,multiple_choice,3,C,,,,,,,,26,4,2,CR,
546,61,0,0,0,6,multiple_choice,3,C,,,,,,,,26,4,2,CR,
547,61,0,0,0,7,multiple_choice,5,D,,,,,,,,26,4,2,CR,
548,61,0,0,0,8,multiple_choice,5,A,,,,,,,,26,4,2,CR,
549,48,21,0,0,1,multiple_choice,1,E,,,,,,,,27,4,3,M,
550,17,0,0,0,10,multiple_choice,3,D,,,,,,,,27,4,3,M,
551,2,19,0,0,11,multiple_choice,3,A,,,,,,,,27,4,3,M,
552,64,17,0,0,12,multiple_choice,3,D,,,,,,,,27,4,3,M,
553,25,23,0,0,13,multiple_choice,3,E,,,,,,,,27,4,3,M,
554,2,38,0,0,14,multiple_choice,3,D,,,,,,,,27,4,3,M,
555,14,0,0,0,15,multiple_choice,3,C,,,,,,,,27,4,3,M,
556,46,0,0,0,16,multiple_choice,3,C,,,,,,,,27,4,3,M,
557,58,0,0,0,17,multiple_choice,3,A,,,,,,,,27,4,3,M,
558,63,0,0,0,18,multiple_choice,5,A,,,,,,,,27,4,3,M,
559,4,0,0,0,19,multiple_choice,5,A,,,,,,,,27,4,3,M,
560,48,13,0,0,2,multiple_choice,1,A,,,,,,,,27,4,3,M,
561,63,15,0,0,20,multiple_choice,5,E,,,,,,,,27,4,3,M,
562,48,0,0,0,3,multiple_choice,1,E,,,,,,,,27,4,3,M,
563,20,0,0,0,4,multiple_choice,1,E,,,,,,,,27,4,3,M,
564,24,0,0,0,5,multiple_choice,1,B,,,,,,,,27,4,3,M,
565,48,15,0,0,6,multiple_choice,1,A,,,,,,,,27,4,3,M,
566,11,0,0,0,7,multiple_choice,3,E,,,,,,,,27,4,3,M,
567,37,0,0,0,8,multiple_choice,3,E,,,,,,,,27,4,3,M,
568,44,0,0,0,9,multiple_choice,3,D,,,,,,,,27,4,3,M,
569,55,0,0,0,10,multiple_choice,3,A,,,,,,,,28,4,5,CR,
570,22,0,0,0,11,multiple_choice,3,A,,,,,,,,28,4,5,CR,
571,22,0,0,0,12,multiple_choice,3,D,,,,,,,,28,4,5,CR,
572,10,0,0,0,13,multiple_choice,1,C,,,,,,,,28,4,5,CR,
573,22,0,0,0,14,multiple_choice,3,B,,,,,,,,28,4,5,CR,
574,22,0,0,0,15,multiple_choice,3,A,,,,,,,,28,4,5,CR,
575,53,0,0,0,16,multiple_choice,3,E,,,,,,,,28,4,5,CR,
576,62,0,0,0,17,multiple_choice,1,D,,,,,,,,28,4,5,CR,
577,53,0,0,0,18,multiple_choice,1,A,,,,,,,,28,4,5,CR,
578,22,0,0,0,19,multiple_choice,3,C,,,,,,,,28,4,5,CR,
579,22,0,0,0,20,multiple_choice,5,E,,,,,,,,28,4,5,CR,
580,22,0,0,0,21,multiple_choice,3,A,,,,,,,,28,4,5,CR,
581,12,0,0,0,22,multiple_choice,3,C,,,,,,,,28,4,5,CR,
582,10,0,0,0,23,multiple_choice,3,B,,,,,,,,28,4,5,CR,
583,22,0,0,0,24,multiple_choice,3,B,,,,,,,,28,4,5,CR,
584,53,0,0,0,6,multiple_choice,1,B,,,,,,,,28,4,5,CR,
585,22,0,0,0,7,multiple_choice,3,D,,,,,,,,28,4,5,CR,
586,22,0,0,0,8,multiple_choice,3,B,,,,,,,,28,4,5,CR,
587,12,0,0,0,9,multiple_choice,1,E,,,,,,,,28,4,5,CR,
588,61,0,0,0,1,multiple_choice,3,B,,,,,,,,28,4,5,CR,
589,61,0,0,0,2,multiple_choice,3,E,,,,,,,,28,4,5,CR,
590,61,0,0,0,3,multiple_choice,5,E,,,,,,,,28,4,5,CR,
591,61,0,0,0,4,multiple_choice,5,A,,,,,,,,28,4,5,CR,
592,61,0,0,0,5,multiple_choice,5,E,,,,,,,,28,4,5,CR,
593,15,0,0,0,1,multiple_choice,1,D,,,,,,,,29,4,6,M,
594,30,0,0,0,10,free_response,1,,57.5,57.5,,,,,,29,4,6,M,
595,38,0,0,0,11,free_response,3,,110,110,,,,,,29,4,6,M,
596,48,13,0,0,12,free_response,3,,9,9,,,,,,29,4,6,M,
597,4,2,0,0,13,multi_free_response,3,,,,13,14,15,16,17,29,4,6,M,
598,48,44,0,0,14,free_response,3,,5,5,,,,,,29,4,6,M,
599,38,63,15,0,15,free_response,3,,0.5,0.5,,,,,,29,4,6,M,
600,17,48,13,0,16,multi_free_response,5,,,,2,7,,,,29,4,6,M,
601,23,24,0,0,17,free_response,5,,149,149,,,,,,29,4,6,M,
602,18,0,0,0,18,free_response,5,,72,72,,,,,,29,4,6,M,
603,2,19,0,0,2,multiple_choice,1,D,,,,,,,,29,4,6,M,
604,23,24,0,0,3,multiple_choice,1,A,,,,,,,,29,4,6,M,
605,17,0,0,0,4,multiple_choice,1,E,,,,,,,,29,4,6,M,
606,63,0,0,0,5,multiple_choice,3,D,,,,,,,,29,4,6,M,
607,15,0,0,0,6,multiple_choice,3,B,,,,,,,,29,4,6,M,
608,48,13,0,0,7,multiple_choice,3,C,,,,,,,,29,4,6,M,
609,2,63,0,0,8,multiple_choice,5,E,,,,,,,,29,4,6,M,
610,48,0,0,0,9,free_response,1,,1404,1404,,,,,,29,4,6,M,
611,5,0,0,0,1,multiple_choice,1,E,,,,,,,,30,4,7,W,
612,8,0,0,0,10,multiple_choice,3,C,,,,,,,,30,4,7,W,
613,8,57,0,0,11,multiple_choice,3,C,,,,,,,,30,4,7,W,
614,59,0,0,0,12,multiple_choice,1,C,,,,,,,,30,4,7,W,
615,28,0,0,0,13,multiple_choice,1,E,,,,,,,,30,4,7,W,
616,27,0,0,0,14,multiple_choice,1,B,,,,,,,,30,4,7,W,
617,8,51,0,0,15,multiple_choice,1,D,,,,,,,,30,4,7,W,
618,8,0,0,0,16,multiple_choice,1,D,,,,,,,,30,4,7,W,
619,28,0,0,0,17,multiple_choice,3,E,,,,,,,,30,4,7,W,
620,59,0,0,0,18,multiple_choice,1,A,,,,,,,,30,4,7,W,
621,28,0,0,0,19,multiple_choice,1,E,,,,,,,,30,4,7,W,
622,43,0,0,0,2,multiple_choice,1,B,,,,,,,,30,4,7,W,
623,59,0,0,0,20,multiple_choice,3,D,,,,,,,,30,4,7,W,
624,50,0,0,0,21,multiple_choice,3,B,,,,,,,,30,4,7,W,
625,60,0,0,0,22,multiple_choice,3,B,,,,,,,,30,4,7,W,
626,28,0,0,0,23,multiple_choice,3,E,,,,,,,,30,4,7,W,
627,8,0,0,0,24,multiple_choice,3,A,,,,,,,,30,4,7,W,
628,8,0,0,0,25,multiple_choice,3,A,,,,,,,,30,4,7,W,
629,50,0,0,0,26,multiple_choice,3,B,,,,,,,,30,4,7,W,
630,52,0,0,0,27,multiple_choice,3,B,,,,,,,,30,4,7,W,
631,51,0,0,0,28,multiple_choice,5,C,,,,,,,,30,4,7,W,
632,7,0,0,0,29,multiple_choice,5,B,,,,,,,,30,4,7,W,
633,5,0,0,0,3,multiple_choice,1,B,,,,,,,,30,4,7,W,
634,32,0,0,0,30,multiple_choice,1,D,,,,,,,,30,4,7,W,
635,32,0,0,0,31,multiple_choice,3,B,,,,,,,,30,4,7,W,
636,32,0,0,0,32,multiple_choice,3,E,,,,,,,,30,4,7,W,
637,32,0,0,0,33,multiple_choice,3,E,,,,,,,,30,4,7,W,
638,32,0,0,0,34,multiple_choice,3,C,,,,,,,,30,4,7,W,
639,32,0,0,0,35,multiple_choice,1,E,,,,,,,,30,4,7,W,
640,57,0,0,0,4,multiple_choice,1,E,,,,,,,,30,4,7,W,
641,26,0,0,0,5,multiple_choice,3,D,,,,,,,,30,4,7,W,
642,52,0,0,0,6,multiple_choice,1,C,,,,,,,,30,4,7,W,
643,28,0,0,0,7,multiple_choice,1,A,,,,,,,,30,4,7,W,
644,26,0,0,0,8,multiple_choice,1,E,,,,,,,,30,4,7,W,
645,16,60,0,0,9,multiple_choice,3,E,,,,,,,,30,4,7,W,
646,22,0,0,0,10,multiple_choice,3,D,,,,,,,,31,4,8,CR,
647,10,0,0,0,11,multiple_choice,1,C,,,,,,,,31,4,8,CR,
648,22,0,0,0,12,multiple_choice,3,A,,,,,,,,31,4,8,CR,
649,55,0,0,0,13,multiple_choice,3,B,,,,,,,,31,4,8,CR,
650,10,0,0,0,14,multiple_choice,5,E,,,,,,,,31,4,8,CR,
651,10,0,0,0,15,multiple_choice,3,B,,,,,,,,31,4,8,CR,
652,12,0,0,0,16,multiple_choice,3,E,,,,,,,,31,4,8,CR,
653,62,0,0,0,17,multiple_choice,3,D,,,,,,,,31,4,8,CR,
654,10,0,0,0,18,multiple_choice,3,B,,,,,,,,31,4,8,CR,
655,55,0,0,0,19,multiple_choice,3,A,,,,,,,,31,4,8,CR,
656,22,0,0,0,7,multiple_choice,3,B,,,,,,,,31,4,8,CR,
657,62,0,0,0,8,multiple_choice,1,B,,,,,,,,31,4,8,CR,
658,22,0,0,0,9,multiple_choice,3,D,,,,,,,,31,4,8,CR,
659,61,0,0,0,1,multiple_choice,1,D,,,,,,,,31,4,8,CR,
660,61,0,0,0,2,multiple_choice,3,A,,,,,,,,31,4,8,CR,
661,61,0,0,0,3,multiple_choice,3,E,,,,,,,,31,4,8,CR,
662,61,0,0,0,4,multiple_choice,3,D,,,,,,,,31,4,8,CR,
663,61,0,0,0,5,multiple_choice,3,A,,,,,,,,31,4,8,CR,
664,61,0,0,0,6,multiple_choice,5,D,,,,,,,,31,4,8,CR,
665,48,0,0,0,1,multiple_choice,1,C,,,,,,,,32,4,9,M,
666,24,0,0,0,10,multiple_choice,3,B,,,,,,,,32,4,9,M,
667,64,17,0,0,11,multiple_choice,3,A,,,,,,,,32,4,9,M,
668,48,0,0,0,12,multiple_choice,3,B,,,,,,,,32,4,9,M,
669,15,0,0,0,13,multiple_choice,3,C,,,,,,,,32,4,9,M,
670,48,0,0,0,14,multiple_choice,3,E,,,,,,,,32,4,9,M,
671,42,63,0,0,15,multiple_choice,3,C,,,,,,,,32,4,9,M,
672,15,37,0,0,16,multiple_choice,5,D,,,,,,,,32,4,9,M,
673,64,46,17,0,2,multiple_choice,1,D,,,,,,,,32,4,9,M,
674,23,0,0,0,3,multiple_choice,1,B,,,,,,,,32,4,9,M,
675,23,48,0,0,4,multiple_choice,1,B,,,,,,,,32,4,9,M,
676,64,17,0,0,5,multiple_choice,1,C,,,,,,,,32,4,9,M,
677,48,2,0,0,6,multiple_choice,3,C,,,,,,,,32,4,9,M,
678,48,13,0,0,7,multiple_choice,3,D,,,,,,,,32,4,9,M,
679,64,4,0,0,8,multiple_choice,3,C,,,,,,,,32,4,9,M,
680,15,0,0,0,9,multiple_choice,3,B,,,,,,,,32,4,9,M,
681,59,0,0,0,1,multiple_choice,1,B,,,,,,,,33,5,10,W,
682,52,0,0,0,10,multiple_choice,3,D,,,,,,,,33,5,10,W,
683,28,0,0,0,11,multiple_choice,3,A,,,,,,,,33,5,10,W,
684,26,0,0,0,12,multiple_choice,3,B,,,,,,,,33,5,10,W,
685,28,0,0,0,13,multiple_choice,3,A,,,,,,,,33,5,10,W,
686,33,0,0,0,14,multiple_choice,3,E,,,,,,,,33,5,10,W,
687,6,0,0,0,2,multiple_choice,1,C,,,,,,,,33,5,10,W,
688,40,0,0,0,3,multiple_choice,3,E,,,,,,,,33,5,10,W,
689,8,0,0,0,4,multiple_choice,3,E,,,,,,,,33,5,10,W,
690,16,0,0,0,5,multiple_choice,3,E,,,,,,,,33,5,10,W,
691,36,0,0,0,6,multiple_choice,3,C,,,,,,,,33,5,10,W,
692,36,0,0,0,7,multiple_choice,3,E,,,,,,,,33,5,10,W,
693,28,0,0,0,8,multiple_choice,3,A,,,,,,,,33,5,10,W,
694,59,0,0,0,9,multiple_choice,3,D,,,,,,,,33,5,10,W,
695,48,0,0,0,1,multiple_choice,1,D,,,,,,,,34,5,2,M,
696,13,37,0,0,10,multiple_choice,3,B,,,,,,,,34,5,2,M,
697,4,15,0,0,11,multiple_choice,3,C,,,,,,,,34,5,2,M,
698,11,63,0,0,12,multiple_choice,3,C,,,,,,,,34,5,2,M,
699,17,0,0,0,13,multiple_choice,3,B,,,,,,,,34,5,2,M,
700,37,0,0,0,14,multiple_choice,3,A,,,,,,,,34,5,2,M,
701,38,38,0,0,15,multiple_choice,3,C,,,,,,,,34,5,2,M,
702,63,37,0,0,16,multiple_choice,3,E,,,,,,,,34,5,2,M,
